Date,AAPL,SBUX,MSFT,CSCO,QCOM,FB,AMZN,TSLA,AMD,ZNGA
04/17/2017,-8,1,1,-15,-4,1.0,1,-1,1,-10
04/18/2017,-9,2,2,1,-5,2.0,2,-2,2,1
04/19/2017,-10,3,-1,-1,-6,3.0,-1,1,-1,2
04/20/2017,1,4,1,1,-7,4.0,1,-1,1,3
04/21/2017,2,5,2,2,-8,5.0,-1,1,2,-1
04/24/2017,3,6,3,3,1,6.0,1,2,3,1
04/25/2017,4,7,4,4,2,7.0,2,3,4,2
04/26/2017,5,8,5,5,3,8.0,3,4,5,-1
04/27/2017,6,9,6,6,4,9.0,4,-1,6,1
04/28/2017,7,-1,7,7,5,10.0,5,1,-1,2
05/01/2017,8,-2,8,8,6,11.0,6,2,1,3
05/02/2017,9,1,9,9,-1,12.0,7,3,-1,4
05/03/2017,10,2,10,10,1,13.0,8,-1,-2,5
05/04/2017,11,3,-1,11,2,-1.0,-1,-2,-3,-1
05/05/2017,12,4,1,12,3,-2.0,-2,1,-4,1
05/08/2017,13,5,2,13,4,1.0,1,-1,-5,2
05/09/2017,14,6,3,-1,5,-1.0,2,1,-6,3
05/10/2017,15,-1,4,-2,6,-2.0,3,2,1,4
05/11/2017,16,-2,-1,-3,-1,-3.0,4,3,2,5
05/12/2017,17,-3,-2,-4,1,-4.0,5,4,3,-1
05/15/2017,18,1,-3,1,2,-5.0,6,-1,4,1
05/16/2017,19,-1,1,2,3,-6.0,7,-2,5,2
05/17/2017,-1,-2,-1,-1,-1,-7.0,-1,-3,-1,-1
05/18/2017,-2,-3,-2,-2,1,-8.0,1,-4,-2,1
05/19/2017,1,1,-3,-3,2,1.0,2,-5,-3,2
05/22/2017,2,2,1,-4,3,2.0,3,-6,-4,3
05/23/2017,3,3,2,-5,4,3.0,4,-7,-5,4
05/24/2017,-1,4,3,-6,5,4.0,5,1,-6,5
05/25/2017,1,5,4,-7,6,5.0,6,2,-7,-1
05/26/2017,-1,6,5,-8,-1,6.0,7,3,-8,-2
05/30/2017,1,7,6,1,-2,7.0,8,4,1,1
05/31/2017,-1,8,7,-1,-3,-1.0,9,5,2,-1
06/01/2017,-2,9,8,1,1,1.0,10,6,-1,1
06/02/2017,1,10,9,2,2,2.0,11,7,-2,2
06/05/2017,-1,11,10,-1,3,3.0,12,8,1,3
06/06/2017,1,12,11,-2,-1,-1.0,-1,9,2,4
06/07/2017,2,-1,12,-3,-2,1.0,1,10,3,-1
06/08/2017,3,-2,-1,-4,1,2.0,2,11,4,-2
06/09/2017,-1,-3,-2,-5,-1,-1.0,-1,-1,5,1
06/12/2017,-2,-4,-3,-6,-2,-2.0,-2,1,-1,-1
06/13/2017,-3,-5,-4,1,-3,1.0,-3,2,-2,-2
06/14/2017,-4,-6,-5,2,-4,-1.0,-4,3,-3,-3
